experiment_name,run_id,seed,scenario,backbone,depth,train_intervention,loss,class_weight_mode,train_sampler,image_ablation,run_dir,best_epoch,selection_metric,best_score,split,accuracy,macro_f1
night_to_day_resnet50_cw_none_seed42,night_to_day_resnet50_cw_none_seed42_20260509_142652,42,night_to_day,resnet50,50,none,cross_entropy,none,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_cw_none_seed42_20260509_142652,8,macro_f1,0.696676907372636,cis_day,0.576497963932519,0.49045365128721485
night_to_day_resnet50_cw_none_seed42,night_to_day_resnet50_cw_none_seed42_20260509_142652,42,night_to_day,resnet50,50,none,cross_entropy,none,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_cw_none_seed42_20260509_142652,8,macro_f1,0.696676907372636,trans_day,0.4295206454674893,0.31940822658090584
night_to_day_resnet50_image_background_only_seed42,night_to_day_resnet50_image_background_only_seed42_20260509_145413,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_background_only_seed42_20260509_145413,6,macro_f1,0.5278298421469518,val,0.5501193317422435,0.5278298421469518
night_to_day_resnet50_image_background_only_seed42,night_to_day_resnet50_image_background_only_seed42_20260509_145413,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_background_only_seed42_20260509_145413,6,macro_f1,0.5278298421469518,val_day,0.3333333333333333,0.3230780993988206
night_to_day_resnet50_image_background_only_seed42,night_to_day_resnet50_image_background_only_seed42_20260509_145413,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_background_only_seed42_20260509_145413,6,macro_f1,0.5278298421469518,cis_day,0.44269924374636416,0.4007540310004922
night_to_day_resnet50_image_background_only_seed42,night_to_day_resnet50_image_background_only_seed42_20260509_145413,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_background_only_seed42_20260509_145413,6,macro_f1,0.5278298421469518,trans_day,0.2634076886568581,0.17242132053471323
night_to_day_resnet50_image_foreground_only_seed42,night_to_day_resnet50_image_foreground_only_seed42_20260509_145413,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,foreground_only,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_foreground_only_seed42_20260509_145413,10,macro_f1,0.6042056601338512,val,0.6467780429594272,0.6042056601338512
night_to_day_resnet50_image_foreground_only_seed42,night_to_day_resnet50_image_foreground_only_seed42_20260509_145413,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,foreground_only,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_foreground_only_seed42_20260509_145413,10,macro_f1,0.6042056601338512,val_day,0.44554455445544555,0.4333951861848515
night_to_day_resnet50_image_foreground_only_seed42,night_to_day_resnet50_image_foreground_only_seed42_20260509_145413,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,foreground_only,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_foreground_only_seed42_20260509_145413,10,macro_f1,0.6042056601338512,cis_day,0.5363583478766725,0.49202505679961106
night_to_day_resnet50_image_foreground_only_seed42,night_to_day_resnet50_image_foreground_only_seed42_20260509_145413,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,foreground_only,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_foreground_only_seed42_20260509_145413,10,macro_f1,0.6042056601338512,trans_day,0.3521594684385382,0.28731415032488294
night_to_day_resnet50_image_object_crop_seed42,night_to_day_resnet50_image_object_crop_seed42_20260509_145420,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,object_crop,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_object_crop_seed42_20260509_145420,8,macro_f1,0.6921553911157731,val,0.7183770883054893,0.6921553911157731
night_to_day_resnet50_image_object_crop_seed42,night_to_day_resnet50_image_object_crop_seed42_20260509_145420,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,object_crop,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_object_crop_seed42_20260509_145420,8,macro_f1,0.6921553911157731,val_day,0.45874587458745875,0.5059327240448194
night_to_day_resnet50_image_object_crop_seed42,night_to_day_resnet50_image_object_crop_seed42_20260509_145420,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,object_crop,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_object_crop_seed42_20260509_145420,8,macro_f1,0.6921553911157731,cis_day,0.7108784176847004,0.6588832959418975
night_to_day_resnet50_image_object_crop_seed42,night_to_day_resnet50_image_object_crop_seed42_20260509_145420,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,object_crop,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_image_object_crop_seed42_20260509_145420,8,macro_f1,0.6921553911157731,trans_day,0.593735168485999,0.44767256742849115
night_to_day_resnet50_loss_focal_seed42,night_to_day_resnet50_loss_focal_seed42_20260509_142823,42,night_to_day,resnet50,50,none,focal,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_loss_focal_seed42_20260509_142823,6,macro_f1,0.6491372541426176,val,0.6515513126491647,0.6491372541426176
night_to_day_resnet50_loss_focal_seed42,night_to_day_resnet50_loss_focal_seed42_20260509_142823,42,night_to_day,resnet50,50,none,focal,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_loss_focal_seed42_20260509_142823,6,macro_f1,0.6491372541426176,val_day,0.4158415841584158,0.4457992264740752
night_to_day_resnet50_loss_focal_seed42,night_to_day_resnet50_loss_focal_seed42_20260509_142823,42,night_to_day,resnet50,50,none,focal,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_loss_focal_seed42_20260509_142823,6,macro_f1,0.6491372541426176,cis_day,0.5846422338568935,0.5400893083713126
night_to_day_resnet50_loss_focal_seed42,night_to_day_resnet50_loss_focal_seed42_20260509_142823,42,night_to_day,resnet50,50,none,focal,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_loss_focal_seed42_20260509_142823,6,macro_f1,0.6491372541426176,trans_day,0.33032747982914096,0.2711498319297022
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142356,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142356,13,macro_f1,0.689926953891879,val,0.7016706443914081,0.689926953891879
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142356,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142356,13,macro_f1,0.689926953891879,val_day,0.37623762376237624,0.45517288627461133
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142356,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142356,13,macro_f1,0.689926953891879,cis_day,0.5671902268760908,0.4872240827240134
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142356,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142356,13,macro_f1,0.689926953891879,trans_day,0.47460844803037494,0.37018684094550836
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142422,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142422,11,macro_f1,0.6887888385730492,val,0.7076372315035799,0.6887888385730492
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142422,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142422,11,macro_f1,0.6887888385730492,val_day,0.42574257425742573,0.4813840453830161
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142422,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142422,11,macro_f1,0.6887888385730492,cis_day,0.5939499709133217,0.5419210384032778
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142422,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142422,11,macro_f1,0.6887888385730492,trans_day,0.42524916943521596,0.3324445210920163
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142955,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142955,11,macro_f1,0.6887888385730492,val,0.7076372315035799,0.6887888385730492
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142955,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142955,11,macro_f1,0.6887888385730492,val_day,0.42574257425742573,0.4813840453830161
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142955,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142955,11,macro_f1,0.6887888385730492,cis_day,0.5939499709133217,0.5419210384032778
night_to_day_resnet50_seed42,night_to_day_resnet50_seed42_20260509_142955,42,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed42_20260509_142955,11,macro_f1,0.6887888385730492,trans_day,0.42524916943521596,0.3324445210920163
night_to_day_resnet50_seed43,night_to_day_resnet50_seed43_20260509_142356,43,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed43_20260509_142356,2,macro_f1,0.5839359335579938,val,0.5584725536992841,0.5839359335579938
night_to_day_resnet50_seed43,night_to_day_resnet50_seed43_20260509_142356,43,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed43_20260509_142356,2,macro_f1,0.5839359335579938,val_day,0.3102310231023102,0.37074710955350504
night_to_day_resnet50_seed43,night_to_day_resnet50_seed43_20260509_142356,43,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed43_20260509_142356,2,macro_f1,0.5839359335579938,cis_day,0.39790575916230364,0.3715735066865487
night_to_day_resnet50_seed43,night_to_day_resnet50_seed43_20260509_142356,43,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed43_20260509_142356,2,macro_f1,0.5839359335579938,trans_day,0.3236829615567157,0.22787727318955517
night_to_day_resnet50_seed44,night_to_day_resnet50_seed44_20260509_142351,44,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed44_20260509_142351,7,macro_f1,0.6662433314722104,val,0.6670644391408115,0.6662433314722104
night_to_day_resnet50_seed44,night_to_day_resnet50_seed44_20260509_142351,44,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed44_20260509_142351,7,macro_f1,0.6662433314722104,val_day,0.48184818481848185,0.519632939458553
night_to_day_resnet50_seed44,night_to_day_resnet50_seed44_20260509_142351,44,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed44_20260509_142351,7,macro_f1,0.6662433314722104,cis_day,0.5922047702152414,0.5576160604994309
night_to_day_resnet50_seed44,night_to_day_resnet50_seed44_20260509_142351,44,night_to_day,resnet50,50,none,cross_entropy,balanced,none,none,/scratch1/xdeng713/cs567_followup_runs/night_to_day_resnet50_seed44_20260509_142351,7,macro_f1,0.6662433314722104,trans_day,0.3996203132415757,0.3298325321235065
