experiment_name,run_id,seed,scenario,backbone,depth,train_intervention,loss,class_weight_mode,train_sampler,image_ablation,run_dir,best_epoch,selection_metric,best_score,split,class_name,f1
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,val,cat,0.4225352112676056
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,val,coyote,0.5959183673469388
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,val,dog,0.5957446808510638
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,val,opossum,0.6768707482993197
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,val,rabbit,0.6960352422907489
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,val,raccoon,0.49107142857142855
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,val,rodent,0.9541284403669725
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,val,skunk,0.2621359223300971
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,val,squirrel,0.72
cross_location_resnet101_image_background_only_seed42,cross_location_resnet101_image_background_only_seed42_20260509_145413,42,cross_location,resnet101,101,none,cross_entropy,balanced,none,background_only,/scratch1/xdeng713/cs567_followup_runs/cross_location_resnet101_image_background_only_seed42_20260509_145413,10,macro_f1,0.5905429398687128,cis,bird,0.503562945368171
